productId,productName,category,manufacturer,price,unit,minOrderQty,stockQty,leadTimeDays,warehouseLocation,weight,dimensions,restrictedStates,applicableProjectTypes,certifications,ecoFriendly,recyclable,sustainableSource,warrantyYears,fireRating,installationDifficulty,description
P1962,2x4,Lumber,BuildCo,22.59,box,1,4359,5,VA,40.73,117.9x16.8x29.9,,Infrastructure;Renovation;New Construction,Green Guard,No,Yes,No,1,,Professional Required,BuildCo 2x4 - Premium quality lumber product for construction projects.
P1963,Rebar,Steel,ValueBuilders,214.05,box,100,4016,19,ME,172.32,138.1x49.3x6.6,CT;MA,Residential,LEED Certified,No,No,Yes,0,,Complex,ValueBuilders Rebar - Premium quality steel product for construction projects.
P1964,Vinyl Plank,Flooring,TrustedBrand,217.51,ea,10,3715,24,DE,19.8,23.1x30.3x46.9,ID,Renovation;Residential,Energy Star,No,No,Yes,1,,Complex,TrustedBrand Vinyl Plank - Premium quality flooring product for construction projects.
P1965,Anchor,Hardware,ValueBuilders,211.52,bundle,25,1814,25,MD,113.88,132.6x26x44.5,,Industrial;Infrastructure;Renovation,Green Guard;Energy Star,No,Yes,Yes,5,Class A,Professional Required,ValueBuilders Anchor - Premium quality hardware product for construction projects.
P1966,Anchor,Hardware,ProBuild,123.88,ea,100,2625,27,GA,117.55,34.4x15.6x13.5,WV;ME;AL,Commercial;New Construction,UL Listed;FSC Certified,No,Yes,No,1,Class B,Complex,ProBuild Anchor - Premium quality hardware product for construction projects.
P1967,Faucet,Plumbing,QualityMaterials,138.21,sqft,10,3250,14,MN,22.45,83.6x32.2x42.3,NC,Infrastructure;New Construction,CE Marked;UL Listed,No,No,No,2,Class A,Easy,QualityMaterials Faucet - Premium quality plumbing product for construction projects.
P1968,Epoxy Coating,Paint,MegaSupply,26.14,ea,50,2199,2,WA,124.72,69x50.7x51,GA;PA;NJ,Residential;Renovation,LEED Certified;FSC Certified,No,Yes,Yes,2,Class A,Easy,MegaSupply Epoxy Coating - Premium quality paint product for construction projects.
P1969,Grout Mix,Concrete,TrustedBrand,49.91,sqft,50,3480,20,UT,41.59,97.2x46.6x48.7,NY,Infrastructure;Commercial;Residential;Industrial,UL Listed;LEED Certified,No,Yes,No,0,,Easy,TrustedBrand Grout Mix - Premium quality concrete product for construction projects.
P1970,EPDM Rubber,Roofing,MegaSupply,281.04,ft,50,4367,18,WY,77.53,53.6x25.3x32.4,,Renovation,FSC Certified;CE Marked,No,Yes,Yes,25,Class C,Easy,MegaSupply EPDM Rubber - Premium quality roofing product for construction projects.
P1971,EPDM Rubber,Roofing,ValueBuilders,159.89,sqft,100,4416,19,OK,135.06,103.7x26.5x42.3,NH;VA,Renovation;New Construction;Industrial,ASTM Compliant,No,No,No,2,Class C,Complex,ValueBuilders EPDM Rubber - Premium quality roofing product for construction projects.
P1972,Spray Foam,Insulation,MegaSupply,24.14,sqft,1,1469,15,VT,45.25,70x25.9x16.1,UT;AK;NH;CA,New Construction;Industrial,FSC Certified,No,Yes,No,2,,Moderate,MegaSupply Spray Foam - Premium quality insulation product for construction projects.
P1973,Bay Window,Windows,ProBuild,704.68,sqft,25,4828,23,MI,47.84,18.6x49.3x34.2,NY;AR;ME;IN,Residential;Industrial;Infrastructure,CE Marked,No,Yes,No,25,,Professional Required,ProBuild Bay Window - Premium quality windows product for construction projects.
P1974,Steel Plate,Steel,PremiumPro,397.61,box,50,4781,23,CO,24.29,25.8x44x14.1,OH;KY;ND;VA,Commercial;New Construction,FSC Certified;LEED Certified,No,No,No,1,,Complex,PremiumPro Steel Plate - Premium quality steel product for construction projects.
P1975,Sliding,Windows,ProBuild,208.89,ea,1,4197,22,NC,64.43,58.3x42.4x41.8,CO;GA,Commercial;Industrial,Green Guard;Energy Star,Yes,No,No,1,,Moderate,ProBuild Sliding - Premium quality windows product for construction projects.
P1976,Hardwood,Flooring,TrustedBrand,311.43,box,25,2517,12,ID,68.59,102.6x39.2x8.3,LA,Residential;Industrial,UL Listed,No,No,Yes,25,,Moderate,TrustedBrand Hardwood - Premium quality flooring product for construction projects.
P1977,EPDM Rubber,Roofing,TrustedBrand,79.57,sqft,10,2543,17,MA,52.41,23.3x9.5x12,,Infrastructure;Commercial,Green Guard,Yes,Yes,No,1,Class B,Complex,TrustedBrand EPDM Rubber - Premium quality roofing product for construction projects.
P1978,Epoxy Coating,Paint,BuildCo,193.38,bundle,25,2158,15,NY,154.21,51.9x8.2x49.2,RI;WI;AR,Infrastructure;Commercial;New Construction,CE Marked,No,No,Yes,1,Class A,Professional Required,BuildCo Epoxy Coating - Premium quality paint product for construction projects.
P1979,Fiberglass Batt,Insulation,IndustryLeader,63.84,ea,50,3287,9,MO,62.19,43.8x7.3x11.1,MS;MD,Infrastructure;Residential;Renovation;New Construction,ASTM Compliant;Energy Star,No,No,Yes,1,Class C,Moderate,IndustryLeader Fiberglass Batt - Premium quality insulation product for construction projects.
P1980,Drain Fitting,Plumbing,BuildCo,270.15,sqft,50,3994,8,NJ,57.74,125x37x50.7,,Residential;Infrastructure;Commercial;Renovation,,Yes,No,No,5,,Complex,BuildCo Drain Fitting - Premium quality plumbing product for construction projects.
P1981,PEX Tubing,Plumbing,EcoConstruct,253.41,sqft,100,4263,9,MT,157.39,104.6x19.9x25.4,MA,New Construction;Residential;Commercial,,No,No,Yes,10,Class C,Moderate,EcoConstruct PEX Tubing - Premium quality plumbing product for construction projects.
P1982,Moisture Resistant,Drywall,IndustryLeader,305.96,box,100,2979,27,KY,56.83,110.4x48.3x40.7,KS;AZ,Residential;New Construction;Infrastructure;Industrial,ASTM Compliant,No,No,Yes,2,,Moderate,IndustryLeader Moisture Resistant - Premium quality drywall product for construction projects.
P1983,Spray Foam,Insulation,ProBuild,85.49,box,10,4880,16,ID,83.89,136.3x5.5x18.8,MI;TN;CO,Residential;Commercial;Industrial,,No,No,Yes,5,Class B,Professional Required,ProBuild Spray Foam - Premium quality insulation product for construction projects.
P1984,Toilet,Fixtures,ValueBuilders,116.17,box,25,2755,10,WV,52.63,61.5x36.6x38.4,WI;IA,Infrastructure;Industrial;Residential;Renovation,Energy Star,Yes,Yes,No,25,,Complex,ValueBuilders Toilet - Premium quality fixtures product for construction projects.
P1985,Spray Foam,Insulation,BuildCo,133.14,ea,1,3735,19,CO,35.03,139.8x40.8x40.5,ID;MD,Industrial;Infrastructure;Residential,,No,No,No,2,Class B,Complex,BuildCo Spray Foam - Premium quality insulation product for construction projects.
P1986,Stain,Paint,EcoConstruct,291.06,box,50,2543,12,WY,178.38,12.5x23.9x45.9,SC;ME;MD;UT,New Construction;Residential,,Yes,No,Yes,10,Class A,Complex,EcoConstruct Stain - Premium quality paint product for construction projects.
P1987,4x4,Lumber,ProBuild,28.27,ft,50,3187,6,KY,80.37,13.3x41.1x30.7,SD;DE;IL;CA,Renovation;Infrastructure;Commercial,Energy Star,No,No,No,2,Class B,Moderate,ProBuild 4x4 - Premium quality lumber product for construction projects.
P1988,Light Fixture,Electrical,ValueBuilders,32.11,box,1,4391,8,AR,109.87,140.3x14.3x18.3,MN,Renovation;Commercial;New Construction;Industrial;Infrastructure,,No,Yes,Yes,0,Class C,Professional Required,ValueBuilders Light Fixture - Premium quality electrical product for construction projects.
P1989,Sink,Fixtures,MegaSupply,206.66,bundle,100,2613,21,LA,129.58,102x20.1x10,AK,New Construction;Renovation,FSC Certified,No,Yes,Yes,1,Class C,Moderate,MegaSupply Sink - Premium quality fixtures product for construction projects.
P1990,Sink,Fixtures,QualityMaterials,310.97,sqft,100,4378,13,ND,10.05,87.4x17.8x29.9,,Renovation;Residential;Industrial;Infrastructure,,No,Yes,Yes,1,Class A,Moderate,QualityMaterials Sink - Premium quality fixtures product for construction projects.
P1991,Circuit Breaker,Electrical,PremiumPro,96.54,box,100,754,29,NC,194.87,102.1x7.9x26.4,ID;NE;TN,Industrial;Residential;Commercial,CE Marked,No,No,Yes,5,Class C,Complex,PremiumPro Circuit Breaker - Premium quality electrical product for construction projects.
P1992,Exterior Acrylic,Paint,ProBuild,184.81,box,25,4766,30,AK,6.05,95.8x7.3x41.1,WY;AR;OK,Residential;Renovation;Industrial,CE Marked;FSC Certified,No,No,No,0,Class C,Moderate,ProBuild Exterior Acrylic - Premium quality paint product for construction projects.
P1993,Circuit Breaker,Electrical,ValueBuilders,38.52,ft,100,3618,5,HI,48.54,101.8x29.8x45.6,,New Construction;Infrastructure;Commercial;Residential,,Yes,No,Yes,2,Class C,Moderate,ValueBuilders Circuit Breaker - Premium quality electrical product for construction projects.
P1994,I-Beam,Steel,ProBuild,91.39,bundle,25,1261,9,WA,197.19,69x18.6x20.2,IA,Industrial;Residential,,No,Yes,No,1,Class B,Professional Required,ProBuild I-Beam - Premium quality steel product for construction projects.
P1995,Screws,Hardware,MegaSupply,134.32,ft,100,4494,2,NM,114.24,32.4x6.5x13,AL,Renovation;Residential;New Construction;Commercial,ASTM Compliant,No,Yes,Yes,1,Class C,Complex,MegaSupply Screws - Premium quality hardware product for construction projects.
P1996,Interior Latex,Paint,MegaSupply,263.94,box,25,3823,6,AL,32.09,92.2x4.2x24.9,MA;CO;WI,Renovation;Residential;Commercial,UL Listed,No,No,No,2,Class B,Easy,MegaSupply Interior Latex - Premium quality paint product for construction projects.
P1997,Light Fixture,Electrical,IndustryLeader,141.19,box,10,4033,28,IL,2.6,88.8x39x32.8,GA;WV,Renovation,UL Listed;Green Guard,No,Yes,No,5,,Easy,IndustryLeader Light Fixture - Premium quality electrical product for construction projects.
P1998,Cement Bag,Concrete,EcoConstruct,58.97,sqft,100,4752,25,TN,51.43,103.3x17.8x21.4,,Residential;Infrastructure;Renovation,Energy Star,Yes,Yes,Yes,0,,Easy,EcoConstruct Cement Bag - Premium quality concrete product for construction projects.
P1999,2x6,Lumber,ProBuild,20.1,bundle,25,3588,30,CO,196.44,43.8x34.1x10.9,NY;WI,New Construction;Industrial;Residential;Renovation,,Yes,No,Yes,2,Class A,Moderate,ProBuild 2x6 - Premium quality lumber product for construction projects.
P2000,Measuring Tape,Tools,PremiumPro,205.73,sqft,50,3217,11,OH,160.42,118.5x25.8x8.7,AZ,Residential;New Construction,Energy Star,No,No,No,25,Class C,Easy,PremiumPro Measuring Tape - Premium quality tools product for construction projects.
P2001,Entry Door,Doors,ValueBuilders,566.36,ft,50,2630,1,MA,151.47,88.3x12.7x24.1,WV;NH,Industrial;New Construction;Renovation,ISO 9001,No,No,No,5,Class A,Professional Required,ValueBuilders Entry Door - Premium quality doors product for construction projects.
P2002,Ready Mix,Concrete,IndustryLeader,65.1,bundle,100,1617,12,RI,89.36,77.1x5.4x26.8,MO;CT;MT;GA,Renovation;Commercial;Residential,Energy Star,No,Yes,Yes,25,Class A,Moderate,IndustryLeader Ready Mix - Premium quality concrete product for construction projects.
P2003,Anchor,Hardware,EcoConstruct,276.63,sqft,50,1414,28,MO,109.54,81.3x46.2x49.7,AR;NY;SD,Commercial;Infrastructure;Industrial,Green Guard;FSC Certified,No,No,No,25,Class A,Professional Required,EcoConstruct Anchor - Premium quality hardware product for construction projects.
P2004,Power Drill,Tools,QualityMaterials,164.79,ea,10,1551,14,VA,157.3,70.6x33.4x5.4,NH,Residential;Renovation,,Yes,No,No,25,Class C,Moderate,QualityMaterials Power Drill - Premium quality tools product for construction projects.
P2005,4x4,Lumber,TrustedBrand,51.1,box,25,3704,17,MI,196.61,90.1x38.5x41.3,WA;AK;KY,New Construction;Commercial;Renovation,,No,Yes,No,5,Class A,Complex,TrustedBrand 4x4 - Premium quality lumber product for construction projects.
P2006,Hardwood,Flooring,ValueBuilders,267.57,sqft,100,3196,2,WI,169.72,39.4x8.4x36.7,ND,Commercial;Industrial,,No,Yes,No,25,Class C,Professional Required,ValueBuilders Hardwood - Premium quality flooring product for construction projects.
P2007,Air Handler,HVAC,ConstructMax,2659.99,bundle,100,4159,9,SC,183.14,26.4x38.1x41.7,NC;VT;NV;UT,New Construction;Industrial;Residential;Commercial,Green Guard,No,No,Yes,5,Class C,Easy,ConstructMax Air Handler - Premium quality hvac product for construction projects.
P2008,Moisture Resistant,Drywall,ConstructMax,231.27,ft,100,2683,14,VA,11.61,117.8x6.6x36,AL,Industrial;Residential;Infrastructure;New Construction,,No,No,No,10,Class B,Moderate,ConstructMax Moisture Resistant - Premium quality drywall product for construction projects.
P2009,Sink,Fixtures,PremiumPro,111.92,bundle,1,981,7,ND,3.48,74.7x19x7.3,WI,Industrial;Infrastructure,,No,No,Yes,10,,Complex,PremiumPro Sink - Premium quality fixtures product for construction projects.
P2010,Shower Head,Fixtures,QualityMaterials,74.43,sqft,10,3298,9,IL,185.7,61.5x47.4x30.7,KY;NH,New Construction;Renovation;Infrastructure;Residential,LEED Certified,No,Yes,Yes,1,,Complex,QualityMaterials Shower Head - Premium quality fixtures product for construction projects.
P2011,Corner Bead,Drywall,TrustedBrand,91.29,sqft,1,610,30,MS,79.4,127.3x27.8x43.8,,Commercial;New Construction;Renovation;Industrial;Infrastructure,CE Marked;LEED Certified,Yes,Yes,No,0,Class C,Easy,TrustedBrand Corner Bead - Premium quality drywall product for construction projects.
P2012,Exterior Acrylic,Paint,IndustryLeader,28.34,ea,50,1349,1,NH,136.14,146.6x38.2x20.9,KS;ID;RI;MA,Industrial;New Construction;Residential,ASTM Compliant,Yes,Yes,Yes,10,Class A,Professional Required,IndustryLeader Exterior Acrylic - Premium quality paint product for construction projects.
P2013,Junction Box,Electrical,IndustryLeader,318.6,ft,10,3476,28,AK,10.66,139.3x19.1x34.9,WA;OH;HI,Commercial;Residential,Energy Star,Yes,No,Yes,1,Class A,Complex,IndustryLeader Junction Box - Premium quality electrical product for construction projects.
P2014,PVC Pipe,Plumbing,IndustryLeader,249.5,ea,1,1568,3,IN,85.03,53.4x44.1x9.9,NC;HI;DE;OR,Infrastructure;New Construction;Commercial;Industrial,Green Guard;ISO 9001,Yes,No,No,0,,Moderate,IndustryLeader PVC Pipe - Premium quality plumbing product for construction projects.
P2015,Grout Mix,Concrete,MegaSupply,33.34,box,100,3871,22,AZ,182.51,72x18.9x29.4,WA;UT,Residential;New Construction;Commercial,Energy Star,No,Yes,No,10,Class C,Moderate,MegaSupply Grout Mix - Premium quality concrete product for construction projects.
P2016,Circuit Breaker,Electrical,ValueBuilders,42.77,ft,1,4782,25,OK,196.49,78.9x45.7x44,WV;TN,Industrial;Renovation;New Construction;Commercial,ASTM Compliant;Green Guard,No,Yes,Yes,2,,Complex,ValueBuilders Circuit Breaker - Premium quality electrical product for construction projects.
P2017,Asphalt Shingle,Roofing,PremiumPro,125.33,ft,25,877,1,WY,21.09,125x29.4x41.5,TN,Residential;Infrastructure;New Construction;Renovation,LEED Certified;Energy Star,No,Yes,Yes,5,Class A,Complex,PremiumPro Asphalt Shingle - Premium quality roofing product for construction projects.
P2018,PEX Tubing,Plumbing,BuildCo,179.11,box,50,304,24,AZ,179.71,61.8x32x13.6,MD;NY;VT,Commercial;New Construction,,Yes,No,Yes,1,Class C,Easy,BuildCo PEX Tubing - Premium quality plumbing product for construction projects.
P2019,Ventilation Fan,HVAC,IndustryLeader,3285.61,ea,1,4687,14,VT,151.83,85.2x43.5x33.6,PA;CA,Commercial;Infrastructure;New Construction,,No,Yes,No,2,Class C,Moderate,IndustryLeader Ventilation Fan - Premium quality hvac product for construction projects.
P2020,Bolts,Hardware,MegaSupply,272.97,ea,1,2193,8,WI,168.96,85.9x10.5x37.5,ND;TN;WA;RI,Infrastructure;Commercial,,No,No,No,1,,Moderate,MegaSupply Bolts - Premium quality hardware product for construction projects.
P2021,Sliding Door,Doors,ValueBuilders,175.67,box,50,2278,18,VT,33.88,86.2x52x10.1,TX;NE,Commercial;Infrastructure;Renovation,,No,No,No,0,Class C,Complex,ValueBuilders Sliding Door - Premium quality doors product for construction projects.
P2022,PVC Pipe,Plumbing,TrustedBrand,74.7,bundle,10,4474,16,NV,132.72,37.7x29.9x32.1,WY;SD;MT,Residential;New Construction;Infrastructure;Industrial,,Yes,No,Yes,0,Class C,Professional Required,TrustedBrand PVC Pipe - Premium quality plumbing product for construction projects.
P2023,Casement,Windows,MegaSupply,465.2,bundle,1,1812,7,NC,62.1,66.1x23.6x12.9,,Infrastructure;Renovation,ASTM Compliant,No,Yes,No,1,,Professional Required,MegaSupply Casement - Premium quality windows product for construction projects.
P2024,Cabinet Hardware,Fixtures,MegaSupply,95.62,ft,50,1756,21,ND,130.31,15.6x18.6x12.1,UT,Infrastructure;Industrial;Residential;Renovation,Energy Star;Green Guard,No,Yes,No,2,,Professional Required,MegaSupply Cabinet Hardware - Premium quality fixtures product for construction projects.
P2025,Steel Plate,Steel,BuildCo,87.39,box,10,2803,2,PA,52.16,107.2x14.2x26.6,FL;MA;AL,Industrial;Infrastructure,Green Guard;CE Marked,Yes,No,Yes,5,Class C,Moderate,BuildCo Steel Plate - Premium quality steel product for construction projects.
P2026,Rigid Foam Board,Insulation,PremiumPro,49.45,ea,100,2665,18,DE,152.52,38.2x43.6x50.5,CT;NM;NY,Residential;Industrial;Commercial,Energy Star,No,No,Yes,2,Class B,Professional Required,PremiumPro Rigid Foam Board - Premium quality insulation product for construction projects.
P2027,Garage Door,Doors,EcoConstruct,738.71,sqft,1,4394,27,ND,63.28,130.1x33.3x10.6,WA,Infrastructure;New Construction,ASTM Compliant;FSC Certified,No,No,No,1,Class A,Professional Required,EcoConstruct Garage Door - Premium quality doors product for construction projects.
P2028,Fire Door,Doors,ProBuild,567.3,ea,50,1427,2,TX,94.04,70.4x29.5x24.6,WY;MS,Commercial;New Construction;Residential,,No,No,No,5,Class C,Complex,ProBuild Fire Door - Premium quality doors product for construction projects.
P2029,Corner Bead,Drywall,ProBuild,121.07,ft,25,669,20,AL,184.96,127.6x15.4x44.7,,Industrial;Renovation;Residential,,No,Yes,No,2,Class B,Complex,ProBuild Corner Bead - Premium quality drywall product for construction projects.
P2030,Exterior Acrylic,Paint,MegaSupply,227.08,ea,25,2511,14,RI,72.41,96.8x43.3x37.9,,Commercial;Infrastructure;Renovation,,No,Yes,Yes,5,Class B,Professional Required,MegaSupply Exterior Acrylic - Premium quality paint product for construction projects.
P2031,2x6,Lumber,ValueBuilders,47.25,box,10,4350,8,HI,147.27,79.3x13.6x40.9,HI;DE,Infrastructure,,No,No,No,10,Class B,Moderate,ValueBuilders 2x6 - Premium quality lumber product for construction projects.
P2032,Asphalt Shingle,Roofing,PremiumPro,228.47,ea,50,2816,14,DE,124.53,107.1x44.8x37.7,,Residential;Industrial,LEED Certified;ASTM Compliant,Yes,Yes,No,10,Class B,Moderate,PremiumPro Asphalt Shingle - Premium quality roofing product for construction projects.
P2033,Bolts,Hardware,EcoConstruct,179.74,sqft,50,1001,3,CA,191.37,153.4x37.3x50,SC;UT;PA,Residential;Renovation;Commercial;New Construction,CE Marked,No,Yes,No,1,Class C,Complex,EcoConstruct Bolts - Premium quality hardware product for construction projects.
P2034,Screws,Hardware,ConstructMax,302.89,ea,100,2085,20,NV,23.46,98.5x26.1x16.3,WI,New Construction;Residential;Industrial;Commercial,FSC Certified;LEED Certified,No,No,No,10,Class C,Complex,ConstructMax Screws - Premium quality hardware product for construction projects.
P2035,PVC Pipe,Plumbing,ProBuild,70.72,ft,1,3561,14,WI,8.43,39.6x36.5x41,NJ;WI,Industrial;Infrastructure;Renovation,,No,No,No,1,Class B,Professional Required,ProBuild PVC Pipe - Premium quality plumbing product for construction projects.
P2036,Vinyl Plank,Flooring,EcoConstruct,309.33,ft,10,548,21,MT,37.83,92.6x43.7x7.6,UT;WV;NE;WA,Infrastructure;Industrial,ISO 9001,Yes,No,Yes,10,Class B,Easy,EcoConstruct Vinyl Plank - Premium quality flooring product for construction projects.
P2037,Laminate,Flooring,BuildCo,218.76,sqft,50,1061,27,ID,87.98,86x36.6x25.1,MN;MT;OR,Renovation;Industrial;Commercial,Green Guard,Yes,No,No,10,Class A,Professional Required,BuildCo Laminate - Premium quality flooring product for construction projects.
P2038,Power Drill,Tools,ProBuild,175.91,ft,1,2889,20,IL,60.87,83.4x13x23.3,CT;IL;MN,Residential;Industrial,FSC Certified,Yes,Yes,Yes,0,Class A,Moderate,ProBuild Power Drill - Premium quality tools product for construction projects.
P2039,Air Handler,HVAC,IndustryLeader,3249.83,bundle,1,3233,15,MT,36.45,44.4x26.1x4.5,,Residential;Renovation;Infrastructure,ISO 9001,No,No,Yes,1,,Moderate,IndustryLeader Air Handler - Premium quality hvac product for construction projects.
P2040,Plywood,Lumber,QualityMaterials,46.84,box,50,503,14,KY,3.74,29.3x14.5x10.6,,Residential;Renovation,CE Marked;UL Listed,Yes,No,No,2,Class C,Complex,QualityMaterials Plywood - Premium quality lumber product for construction projects.
P2041,Measuring Tape,Tools,EcoConstruct,72.09,ea,1,2180,30,TX,121.36,109.4x4.7x33.4,WI;OR;NE,Residential;Industrial,,No,No,No,0,,Moderate,EcoConstruct Measuring Tape - Premium quality tools product for construction projects.
P2042,Power Drill,Tools,IndustryLeader,89.76,bundle,10,2804,23,RI,66.33,14x22x19.7,AK;ID;AR,Infrastructure;Renovation;New Construction,LEED Certified;ASTM Compliant,No,No,Yes,0,,Easy,IndustryLeader Power Drill - Premium quality tools product for construction projects.
P2043,Exterior Acrylic,Paint,ConstructMax,175.02,bundle,50,3711,9,CT,191.59,114.1x42.6x42.4,,Industrial,UL Listed,No,Yes,Yes,0,Class A,Moderate,ConstructMax Exterior Acrylic - Premium quality paint product for construction projects.
P2044,Vinyl Plank,Flooring,MegaSupply,23.81,ea,100,3487,28,LA,33.58,152.6x24.7x29.5,,Industrial;Residential;Commercial;Renovation,,Yes,No,Yes,25,Class C,Complex,MegaSupply Vinyl Plank - Premium quality flooring product for construction projects.
P2045,Precast Panel,Concrete,PremiumPro,56.37,ea,100,1136,4,MT,129.7,41.3x37.5x21.5,PA,Residential;Commercial;Industrial,Green Guard,No,No,No,25,Class B,Complex,PremiumPro Precast Panel - Premium quality concrete product for construction projects.
P2046,Faucet,Plumbing,EcoConstruct,179.34,bundle,25,3750,24,MN,49.19,146.4x29.7x28.9,DE;NY;AZ,Renovation;New Construction;Infrastructure,ISO 9001,No,No,No,0,,Professional Required,EcoConstruct Faucet - Premium quality plumbing product for construction projects.
P2047,Wire Cable,Electrical,BuildCo,157,box,1,4442,5,CA,66.6,17.6x30.5x15,NE;OK;OH;MS,Industrial;New Construction,FSC Certified;Green Guard,No,Yes,No,5,Class A,Complex,BuildCo Wire Cable - Premium quality electrical product for construction projects.
P2048,Lock Set,Hardware,ConstructMax,248.56,box,100,3676,27,NV,97.24,108.3x19.7x18.3,NE;NY;MA;MT,Infrastructure;Residential;New Construction;Renovation,ISO 9001,Yes,No,Yes,2,Class A,Moderate,ConstructMax Lock Set - Premium quality hardware product for construction projects.
P2049,Rebar,Concrete,MegaSupply,68.11,sqft,100,2180,13,WA,87.68,153.2x21.7x42.4,DE;ND,Commercial;Renovation;Industrial,ASTM Compliant;FSC Certified,No,No,No,5,Class B,Easy,MegaSupply Rebar - Premium quality concrete product for construction projects.
P2050,Copper Pipe,Plumbing,PremiumPro,166.9,sqft,1,560,27,SC,9.88,26.5x14.1x23.9,,Infrastructure;Residential,CE Marked,No,Yes,Yes,0,Class A,Complex,PremiumPro Copper Pipe - Premium quality plumbing product for construction projects.
P2051,Grout Mix,Concrete,ProBuild,22.76,sqft,25,3136,20,CA,158.76,43.1x10.6x13,NH;NM;NJ,New Construction;Infrastructure,LEED Certified,No,No,No,1,Class A,Easy,ProBuild Grout Mix - Premium quality concrete product for construction projects.
P2052,Plywood,Lumber,QualityMaterials,42.57,sqft,50,4384,15,OH,182.73,59.1x26.9x38.3,ND,Industrial;Renovation;Infrastructure,LEED Certified,Yes,Yes,Yes,25,Class B,Complex,QualityMaterials Plywood - Premium quality lumber product for construction projects.
P2053,Cedar Decking,Lumber,PremiumPro,31.06,ea,10,654,19,AL,128.63,29.8x27.2x50.7,IL;MA;OH;CT,New Construction;Industrial;Infrastructure,Energy Star,No,Yes,Yes,2,Class B,Moderate,PremiumPro Cedar Decking - Premium quality lumber product for construction projects.
P2054,Joint Compound,Drywall,ConstructMax,200.27,box,50,4141,13,ND,8.6,143x38.1x24.3,,Residential;Infrastructure;Commercial,,No,No,Yes,1,Class B,Moderate,ConstructMax Joint Compound - Premium quality drywall product for construction projects.
P2055,Joint Compound,Drywall,ProBuild,83.24,bundle,25,5037,20,CO,193.48,145.7x35.5x37.8,NC;ME;CT,Infrastructure;New Construction;Industrial,UL Listed,No,Yes,No,2,Class C,Easy,ProBuild Joint Compound - Premium quality drywall product for construction projects.
P2056,Heat Pump,HVAC,IndustryLeader,1878,bundle,100,2112,1,ME,190.31,69.9x15.2x17.7,,Commercial;New Construction,,No,No,Yes,1,,Easy,IndustryLeader Heat Pump - Premium quality hvac product for construction projects.
P2057,Entry Door,Doors,PremiumPro,533.03,box,50,3186,13,WY,84.72,111.9x20.2x25.3,TX;ME,Renovation;New Construction;Commercial;Industrial,ASTM Compliant;LEED Certified,Yes,Yes,Yes,2,,Professional Required,PremiumPro Entry Door - Premium quality doors product for construction projects.
P2058,OSB Board,Lumber,ConstructMax,17.87,ea,100,4558,13,WA,134.76,154.8x24.6x51.3,KY,Renovation;Industrial;Infrastructure,,Yes,Yes,Yes,2,Class B,Professional Required,ConstructMax OSB Board - Premium quality lumber product for construction projects.
P2059,Fire Rated,Drywall,TrustedBrand,188.68,ea,25,1482,13,NM,100.1,15.6x19.7x28.1,UT;CO,Renovation;Residential;Infrastructure;New Construction,UL Listed;CE Marked,Yes,Yes,Yes,5,Class A,Easy,TrustedBrand Fire Rated - Premium quality drywall product for construction projects.
P2060,Rigid Foam Board,Insulation,BuildCo,92.71,bundle,10,4804,22,NV,52.03,55.3x12.5x26,OH;MA,New Construction;Infrastructure;Commercial,,No,No,No,10,Class A,Easy,BuildCo Rigid Foam Board - Premium quality insulation product for construction projects.
P2061,Interior Door,Doors,MegaSupply,600.99,ft,1,4146,11,RI,193.97,72.2x25.4x12.5,SD,Residential;Renovation,,No,No,No,10,Class B,Complex,MegaSupply Interior Door - Premium quality doors product for construction projects.
P2062,Entry Door,Doors,ProBuild,558.38,bundle,25,1824,10,NV,176.25,32.4x17.6x17.3,,New Construction;Residential;Commercial,FSC Certified,No,No,Yes,0,Class A,Easy,ProBuild Entry Door - Premium quality doors product for construction projects.
P2063,Rebar,Steel,MegaSupply,67.23,ea,10,2758,8,CA,135.56,12.1x12.5x7.1,ND;AZ;NM;AL,Industrial;Infrastructure,,No,Yes,Yes,10,Class B,Moderate,MegaSupply Rebar - Premium quality steel product for construction projects.
P2064,Asphalt Shingle,Roofing,ProBuild,192.73,bundle,50,3867,2,AK,78.9,39.2x35.5x50.2,CO;ME;SD;FL,Commercial;Renovation;Industrial,FSC Certified,No,Yes,Yes,25,Class A,Easy,ProBuild Asphalt Shingle - Premium quality roofing product for construction projects.
P2065,Rebar,Concrete,MegaSupply,29.52,bundle,100,743,11,MN,194.71,139.4x15x41.1,,Renovation;New Construction;Residential,,No,Yes,Yes,0,Class A,Complex,MegaSupply Rebar - Premium quality concrete product for construction projects.
P2066,Cement Bag,Concrete,EcoConstruct,58.47,box,25,4971,5,MT,10.85,65.3x38.5x30.6,WA;ID;DE,New Construction;Infrastructure,ISO 9001;ASTM Compliant,No,No,No,10,Class C,Complex,EcoConstruct Cement Bag - Premium quality concrete product for construction projects.
P2067,Bay Window,Windows,EcoConstruct,805.8,sqft,100,4521,21,OR,179.57,153.7x8.1x24.8,,Commercial;New Construction;Residential,ASTM Compliant;Energy Star,No,No,No,0,,Complex,EcoConstruct Bay Window - Premium quality windows product for construction projects.
